ProductID,Name,ProductNumber,Color,StandardCost,ListPrice,Size,Weight,ProductCategoryID,ProductModelID,SellStartDate,SellEndDate,DiscontinuedDate,ThumbnailPhotoFileName,rowguid,ModifiedDate
824,ML Mountain Rear Wheel,RW-M762,Black,104.7951,236.025,,,21,124,2006-01-07 00:00,2007-30-06 00:00,,wheel_small.gif,B2F7CF9B-A7BF-49AB-9CCA-9F6E791CD693,11/03/2008 10:01
825,HL Mountain Rear Wheel,RW-M928,Black,145.2835,327.215,,,21,125,2006-01-07 00:00,2007-30-06 00:00,,wheel_small.gif,35D02EDC-1120-41FB-B5DF-8655A93B3353,11/03/2008 10:01
826,LL Road Rear Wheel,RW-R623,Black,49.9789,112.565,,1050,21,126,2006-01-07 00:00,2007-30-06 00:00,,wheel_small.gif,78D01117-8DCD-465F-9DC7-94A2CDC35582,11/03/2008 10:01
827,ML Road Rear Wheel,RW-R762,Black,122.2709,275.385,,1000,21,77,2006-01-07 00:00,2007-30-06 00:00,,wheel_small.gif,CF739F9A-0AF0-4810-B229-C431A31D7779,11/03/2008 10:01
828,HL Road Rear Wheel,RW-R820,Black,158.5346,357.06,,890,21,78,2006-01-07 00:00,2007-30-06 00:00,,wheel_small.gif,8F262A37-43AA-4AD5-AE1F-8BD6967D8E9B,11/03/2008 10:01
829,Touring Rear Wheel,RW-T905,Black,108.7844,245.01,,,21,43,2006-01-07 00:00,2007-30-06 00:00,,wheel_small.gif,30D2254D-E26D-4586-B4C5-E8CCB8A059B8,11/03/2008 10:01
830,"ML Mountain Frame - Black, 40",FR-M63B-40,Black,185.8193,348.76,40,1256.44,16,14,2006-01-07 00:00,2007-30-06 00:00,,no_image_available_small.gif,AED1C9C4-C139-45D2-B38E-0A0A9F518665,11/03/2008 10:01
831,"ML Mountain Frame - Black, 44",FR-M63B-44,Black,185.8193,348.76,44,1274.59,16,14,2006-01-07 00:00,2007-30-06 00:00,,no_image_available_small.gif,3F2135D4-EC5F-4E30-BDE8-5444518F0637,11/03/2008 10:01
832,"ML Mountain Frame - Black, 48",FR-M63B-48,Black,185.8193,348.76,48,1292.73,16,14,2006-01-07 00:00,2007-30-06 00:00,,no_image_available_small.gif,C2009B69-F15A-47EC-B710-1809D299318A,11/03/2008 10:01
833,"ML Road Frame-W - Yellow, 40",FR-R72Y-40,Yellow,360.9428,594.83,40,1006.97,18,17,2006-01-07 00:00,,,no_image_available_small.gif,22DF26F2-60BC-493E-A14A-5500633E9F7E,11/03/2008 10:01
834,"ML Road Frame-W - Yellow, 42",FR-R72Y-42,Yellow,360.9428,594.83,42,1025.11,18,17,2006-01-07 00:00,,,no_image_available_small.gif,207B54DA-5404-415D-8578-9A45082E3BF1,11/03/2008 10:01
835,"ML Road Frame-W - Yellow, 44",FR-R72Y-44,Yellow,360.9428,594.83,44,1043.26,18,17,2006-01-07 00:00,,,no_image_available_small.gif,A0FAD492-AC24-4FCF-8D2A-D21D06386AE1,11/03/2008 10:01
836,"ML Road Frame-W - Yellow, 48",FR-R72Y-48,Yellow,360.9428,594.83,48,1061.4,18,17,2006-01-07 00:00,,,no_image_available_small.gif,8487BFE0-2138-471E-9C6D-FDB3A67E7D86,11/03/2008 10:01
837,"HL Road Frame - Black, 62",FR-R92B-62,Black,868.6342,1431.5,62,1043.26,18,6,2006-01-07 00:00,,,no_image_available_small.gif,5DCE9C8C-FB94-46F8-B826-11658F6A3682,11/03/2008 10:01
838,"HL Road Frame - Black, 44",FR-R92B-44,Black,868.6342,1431.5,44,961.61,18,6,2006-01-07 00:00,,,no_image_available_small.gif,E4902656-A4BC-4B08-9D47-4F3DA0FD76C3,11/03/2008 10:01
839,"HL Road Frame - Black, 48",FR-R92B-48,Black,868.6342,1431.5,48,979.75,18,6,2006-01-07 00:00,,,no_image_available_small.gif,557B603B-407B-41A4-AE34-4F7747866DBA,11/03/2008 10:01
840,"HL Road Frame - Black, 52",FR-R92B-52,Black,868.6342,1431.5,52,997.9,18,6,2006-01-07 00:00,,,no_image_available_small.gif,0ED082B3-FBBA-43AF-9149-8741B9FC78C8,11/03/2008 10:01
841,"Men's Sports Shorts, S",SH-M897-S,Black,24.7459,59.99,S,,26,13,2006-01-07 00:00,2007-30-06 00:00,,shorts_male_small.gif,34B08C1F-99D1-43C4-8EF7-2CD754B6665D,11/03/2008 10:01
842,"Touring-Panniers, Large",PA-T100,Grey,51.5625,125,,,39,120,2006-01-07 00:00,2007-30-06 00:00,,no_image_available_small.gif,56334FFF-91D4-495E-BF98-933BC1010F23,11/03/2008 10:01
843,Cable Lock,LO-C100,,10.3125,25,,,38,115,2006-01-07 00:00,2007-30-06 00:00,,bike_lock_small.gif,56FFD7B9-1014-4640-B1BD-B2649589B4D7,11/03/2008 10:01
844,Minipump,PU-0452,,8.2459,19.99,,,40,116,2006-01-07 00:00,2007-30-06 00:00,,handpump_small.gif,AAF7A076-9EE3-46BF-A69F-414D847E858B,11/03/2008 10:01
845,Mountain Pump,PU-M044,,10.3084,24.99,,,40,117,2006-01-07 00:00,2007-30-06 00:00,,bikepump_small.gif,57169F80-FAFB-4678-8F51-FE1F131D0C83,11/03/2008 10:01
846,Taillights - Battery-Powered,LT-T990,,5.7709,13.99,,,37,108,2006-01-07 00:00,2007-30-06 00:00,,tail_lights_small.gif,3C617B87-50A5-434C-A0D3-22314B7027EE,11/03/2008 10:01
847,Headlights - Dual-Beam,LT-H902,,14.4334,34.99,,,37,109,2006-01-07 00:00,2007-30-06 00:00,,double_headlight_small.gif,417DB6CB-F38F-4B0D-87E7-E1EBF7456C3A,11/03/2008 10:01
848,Headlights - Weatherproof,LT-H903,,18.5584,44.99,,,37,110,2006-01-07 00:00,2007-30-06 00:00,,single_headlight_small.gif,FC362C1A-4B9C-4D5F-A6D3-0775846C61F0,11/03/2008 10:01
849,"Men's Sports Shorts, M",SH-M897-M,Black,24.7459,59.99,M,,26,13,2006-01-07 00:00,2007-30-06 00:00,,shorts_male_small.gif,DB37B435-74B9-43D3-B363-ABBEAD107BC4,11/03/2008 10:01
850,"Men's Sports Shorts, L",SH-M897-L,Black,24.7459,59.99,L,,26,13,2006-01-07 00:00,2007-30-06 00:00,,shorts_male_small.gif,714184C5-669B-4CF1-A802-30E7B1EA7722,11/03/2008 10:01
851,"Men's Sports Shorts, XL",SH-M897-X,Black,24.7459,59.99,XL,,26,13,2006-01-07 00:00,2007-30-06 00:00,,shorts_male_small.gif,BD3FFE40-FE2E-44CB-A4E0-81786C3A751F,11/03/2008 10:01
852,"Women's Tights, S",TG-W091-S,Black,30.9334,74.99,S,,28,38,2006-01-07 00:00,2007-30-06 00:00,,no_image_available_small.gif,7DE86C98-4F5B-4155-8572-C977F14EBAEB,11/03/2008 10:01
853,"Women's Tights, M",TG-W091-M,Black,30.9334,74.99,M,,28,38,2006-01-07 00:00,2007-30-06 00:00,,no_image_available_small.gif,4D8E186C-B8C9-4C64-B411-4995DD87E316,11/03/2008 10:01
854,"Women's Tights, L",TG-W091-L,Black,30.9334,74.99,L,,28,38,2006-01-07 00:00,2007-30-06 00:00,,no_image_available_small.gif,E378C2F3-54F6-4EA9-B049-E8BB32B5BDFD,11/03/2008 10:01
855,"Men's Bib-Shorts, S",SB-M891-S,Multi,37.1209,89.99,S,,22,12,2006-01-07 00:00,2007-30-06 00:00,,no_image_available_small.gif,9F60AF1E-4C11-4E90-BAEA-48E834E8B4C2,11/03/2008 10:01
856,"Men's Bib-Shorts, M",SB-M891-M,Multi,37.1209,89.99,M,,22,12,2006-01-07 00:00,2007-30-06 00:00,,no_image_available_small.gif,E0CBEC04-F4FC-450F-9780-F8EA7691FEBD,11/03/2008 10:01
857,"Men's Bib-Shorts, L",SB-M891-L,Multi,37.1209,89.99,L,,22,12,2006-01-07 00:00,2007-30-06 00:00,,no_image_available_small.gif,E1DF75A4-9986-489E-A5DE-AD3DA824EB5E,11/03/2008 10:01
858,"Half-Finger Gloves, S",GL-H102-S,Black,9.1593,24.49,S,,24,4,2006-01-07 00:00,,,no_image_available_small.gif,9E1DB5C3-539D-4061-9433-D762DC195CD8,11/03/2008 10:01
859,"Half-Finger Gloves, M",GL-H102-M,Black,9.1593,24.49,M,,24,4,2006-01-07 00:00,,,no_image_available_small.gif,9D458FD5-392D-4AB1-AFEF-6A5548E48858,11/03/2008 10:01
860,"Half-Finger Gloves, L",GL-H102-L,Black,9.1593,24.49,L,,24,4,2006-01-07 00:00,,,no_image_available_small.gif,FA710215-925F-4959-81DF-538E72A6A255,11/03/2008 10:01
861,"Full-Finger Gloves, S",GL-F110-S,Black,15.6709,37.99,S,,24,3,2006-01-07 00:00,2007-30-06 00:00,,no_image_available_small.gif,76FAC097-1FB3-456B-8FB9-2C7A613771B4,11/03/2008 10:01
862,"Full-Finger Gloves, M",GL-F110-M,Black,15.6709,37.99,M,,24,3,2006-01-07 00:00,2007-30-06 00:00,,no_image_available_small.gif,1084221E-1890-443E-9D87-AFCAD6358355,11/03/2008 10:01
863,"Full-Finger Gloves, L",GL-F110-L,Black,15.6709,37.99,L,,24,3,2006-01-07 00:00,2007-30-06 00:00,,no_image_available_small.gif,6116F9D4-8A1D-4022-A642-9C445C197203,11/03/2008 10:01
864,"Classic Vest, S",VE-C304-S,Blue,23.749,63.5,S,,29,1,2007-01-07 00:00,,,no_image_available_small.gif,EB423EF3-409D-46FE-B35B-D69970820314,11/03/2008 10:01
865,"Classic Vest, M",VE-C304-M,Blue,23.749,63.5,M,,29,1,2007-01-07 00:00,,,no_image_available_small.gif,2E52F96E-64A1-4069-911C-E3FD6E094A1E,11/03/2008 10:01
866,"Classic Vest, L",VE-C304-L,Blue,23.749,63.5,L,,29,1,2007-01-07 00:00,,,no_image_available_small.gif,3211F5A8-B6C4-48BD-9AA4-D69CB40D97DD,11/03/2008 10:01
867,"Women's Mountain Shorts, S",SH-W890-S,Black,26.1763,69.99,S,,26,37,2007-01-07 00:00,,,shorts_female_small.gif,22616FD2-B99F-4F7D-ACF6-33DFF66D42D2,11/03/2008 10:01
868,"Women's Mountain Shorts, M",SH-W890-M,Black,26.1763,69.99,M,,26,37,2007-01-07 00:00,,,shorts_female_small.gif,968E3610-E583-42E8-8AB6-484A799B1774,11/03/2008 10:01
869,"Women's Mountain Shorts, L",SH-W890-L,Black,26.1763,69.99,L,,26,37,2007-01-07 00:00,,,shorts_female_small.gif,1A66B244-5CA0-4153-B539-AE048D14FAEC,11/03/2008 10:01
870,Water Bottle - 30 oz.,WB-H098,,1.8663,4.99,,,32,111,2007-01-07 00:00,,,water_bottle_small.gif,834E8D1A-69A7-4C42-8B68-FA08D9EC9E5B,11/03/2008 10:01
871,Mountain Bottle Cage,BC-M005,,3.7363,9.99,,,32,112,2007-01-07 00:00,,,no_image_available_small.gif,684491DE-63F8-4632-90E3-36773C4E63BD,11/03/2008 10:01
872,Road Bottle Cage,BC-R205,,3.3623,8.99,,,32,113,2007-01-07 00:00,,,water_bottle_cage_small.gif,601B1FE8-D4D0-4CFB-9379-29481CC05291,11/03/2008 10:01
873,Patch Kit/8 Patches,PK-7098,,0.8565,2.29,,,41,114,2007-01-07 00:00,,,tirepatch_kit_small.gif,36E638E4-68DF-411B-930A-DAAD57221AA6,11/03/2008 10:01
874,"Racing Socks, M",SO-R809-M,White,3.3623,8.99,M,,27,24,2007-01-07 00:00,,,no_image_available_small.gif,B9C7EB0A-1DD1-4A1D-B4C3-1DAD83A8EA7E,11/03/2008 10:01
875,"Racing Socks, L",SO-R809-L,White,3.3623,8.99,L,,27,24,2007-01-07 00:00,,,no_image_available_small.gif,C0A16305-74B7-4FAE-B5C9-3E8BD0E44762,11/03/2008 10:01
876,Hitch Rack - 4-Bike,RA-H123,,44.88,120,,,30,118,2007-01-07 00:00,,,no_image_available_small.gif,7A0C4BBD-9679-4F59-9EBC-9DAF3439A38A,11/03/2008 10:01
877,Bike Wash - Dissolver,CL-9009,,2.9733,7.95,,,33,119,2007-01-07 00:00,,,no_image_available_small.gif,3C40B5AD-E328-4715-88A7-EC3220F02ACF,11/03/2008 10:01
878,Fender Set - Mountain,FE-6654,,8.2205,21.98,,,34,121,2007-01-07 00:00,,,no_image_available_small.gif,E6E76C7F-C145-4CAD-A9E8-B1E4E845A2C0,11/03/2008 10:01
879,All-Purpose Bike Stand,ST-1401,,59.466,159,,,31,122,2007-01-07 00:00,,,no_image_available_small.gif,C7BB564B-A637-40F5-B21B-CBF7E4F713BE,11/03/2008 10:01
880,Hydration Pack - 70 oz.,HY-1023-70,Silver,20.5663,54.99,70,,36,107,2007-01-07 00:00,,,no_image_available_small.gif,A99D90C0-05E2-4E44-AD90-C55C9F0784DE,11/03/2008 10:01
881,"Short-Sleeve Classic Jersey, S",SJ-0194-S,Yellow,41.5723,53.99,S,,25,32,2007-01-07 00:00,,,awc_tee_male_yellow_small.gif,05B2E20F-2399-4CB3-9B49-B28D6649C104,11/03/2008 10:01
882,"Short-Sleeve Classic Jersey, M",SJ-0194-M,Yellow,41.5723,53.99,M,,25,32,2007-01-07 00:00,,,awc_tee_male_yellow_small.gif,BBBF003B-367D-4D71-AF71-10F50B6234A0,11/03/2008 10:01
883,"Short-Sleeve Classic Jersey, L",SJ-0194-L,Yellow,41.5723,53.99,L,,25,32,2007-01-07 00:00,,,awc_tee_male_yellow_small.gif,2D9F59B8-9F24-46EB-98AD-553E48BB9DB9,11/03/2008 10:01
884,"Short-Sleeve Classic Jersey, XL",SJ-0194-X,Yellow,41.5723,53.99,XL,,25,32,2007-01-07 00:00,,,awc_tee_male_yellow_small.gif,906D42F6-C21F-4D20-B528-02FFDB55FD1E,11/03/2008 10:01
885,"HL Touring Frame - Yellow, 60",FR-T98Y-60,Yellow,601.7437,1003.91,60,1397.06,20,7,2007-01-07 00:00,,,no_image_available_small.gif,C49679BD-96A9-4176-A7ED-5BC6D6444647,11/03/2008 10:01
886,"LL Touring Frame - Yellow, 62",FR-T67Y-62,Yellow,199.8519,333.42,62,1451.49,20,10,2007-01-07 00:00,,,frame_small.gif,8D4D52A6-8ABC-4C05-BE4D-C067FAF1A64E,11/03/2008 10:01
887,"HL Touring Frame - Yellow, 46",FR-T98Y-46,Yellow,601.7437,1003.91,46,1342.63,20,7,2007-01-07 00:00,,,no_image_available_small.gif,137675A7-34CD-4B7A-ABE1-4E0EEB79B65D,11/03/2008 10:01
888,"HL Touring Frame - Yellow, 50",FR-T98Y-50,Yellow,601.7437,1003.91,50,1360.77,20,7,2007-01-07 00:00,,,no_image_available_small.gif,105EC6E5-30C5-4FE3-A08B-CB324C85323D,11/03/2008 10:01
889,"HL Touring Frame - Yellow, 54",FR-T98Y-54,Yellow,601.7437,1003.91,54,1378.91,20,7,2007-01-07 00:00,,,no_image_available_small.gif,12B1F317-C39B-48D0-B1A7-8018C60AEA53,11/03/2008 10:01
890,"HL Touring Frame - Blue, 46",FR-T98U-46,Blue,601.7437,1003.91,46,1342.63,20,7,2007-01-07 00:00,,,no_image_available_small.gif,8BBD3437-A58B-41A0-9503-FC14B23E7678,11/03/2008 10:01
891,"HL Touring Frame - Blue, 50",FR-T98U-50,Blue,601.7437,1003.91,50,1360.77,20,7,2007-01-07 00:00,,,no_image_available_small.gif,C4244F0C-ABCE-451B-A895-83C0E6D1F448,11/03/2008 10:01
892,"HL Touring Frame - Blue, 54",FR-T98U-54,Blue,601.7437,1003.91,54,1378.91,20,7,2007-01-07 00:00,,,no_image_available_small.gif,E9AAE947-6BC3-4909-8937-3E1CDCEC8A8F,11/03/2008 10:01
893,"HL Touring Frame - Blue, 60",FR-T98U-60,Blue,601.7437,1003.91,60,1397.06,20,7,2007-01-07 00:00,,,no_image_available_small.gif,B01951A4-A581-4D10-9DC2-515DA180F1B8,11/03/2008 10:01
894,Rear Derailleur,RD-2308,Silver,53.9282,121.46,,215,13,127,2007-01-07 00:00,,,sprocket_small.gif,5EBFCF02-4E3E-443A-AD60-5AEEF28DAC76,11/03/2008 10:01
895,"LL Touring Frame - Blue, 50",FR-T67U-50,Blue,199.8519,333.42,50,1406.13,20,10,2007-01-07 00:00,,,no_image_available_small.gif,B78ECCCA-FA88-4071-9110-410585127E46,11/03/2008 10:01
896,"LL Touring Frame - Blue, 54",FR-T67U-54,Blue,199.8519,333.42,54,1424.27,20,10,2007-01-07 00:00,,,no_image_available_small.gif,0FF799C9-DD11-4B81-AAF7-65410017405B,11/03/2008 10:01
897,"LL Touring Frame - Blue, 58",FR-T67U-58,Blue,199.8519,333.42,58,1433.34,20,10,2007-01-07 00:00,,,no_image_available_small.gif,CCD4FA47-7194-4BD0-909B-1FA4BD7916A7,11/03/2008 10:01
898,"LL Touring Frame - Blue, 62",FR-T67U-62,Blue,199.8519,333.42,62,1451.49,20,10,2007-01-07 00:00,,,no_image_available_small.gif,08A211A5-DCD2-42D0-9276-64D92D4890A6,11/03/2008 10:01
899,"LL Touring Frame - Yellow, 44",FR-T67Y-44,Yellow,199.8519,333.42,44,1369.84,20,10,2007-01-07 00:00,,,frame_small.gif,109CB7BC-6EC6-4A36-85C8-55B843B2AB12,11/03/2008 10:01
900,"LL Touring Frame - Yellow, 50",FR-T67Y-50,Yellow,199.8519,333.42,50,1406.13,20,10,2007-01-07 00:00,,,frame_small.gif,285FD682-C647-49D1-B8F3-368A43C9CDA0,11/03/2008 10:01
901,"LL Touring Frame - Yellow, 54",FR-T67Y-54,Yellow,199.8519,333.42,54,1424.27,20,10,2007-01-07 00:00,,,frame_small.gif,2536E3B2-D4DA-49E6-965A-F612C2C8914F,11/03/2008 10:01
902,"LL Touring Frame - Yellow, 58",FR-T67Y-58,Yellow,199.8519,333.42,58,1433.34,20,10,2007-01-07 00:00,,,frame_small.gif,5D17FF1C-F50E-438F-A4E9-7C400FB762E7,11/03/2008 10:01
903,"LL Touring Frame - Blue, 44",FR-T67U-44,Blue,199.8519,333.42,44,1369.84,20,10,2007-01-07 00:00,,,no_image_available_small.gif,E9C17BE7-F4DC-465E-AB73-C0198F37BFDD,11/03/2008 10:01
904,"ML Mountain Frame-W - Silver, 40",FR-M63S-40,Silver,199.3757,364.09,40,1256.44,16,15,2007-01-07 00:00,,,no_image_available_small.gif,A7DDE43E-F7D5-4075-A0C1-C866AD7AA154,11/03/2008 10:01
905,"ML Mountain Frame-W - Silver, 42",FR-M63S-42,Silver,199.3757,364.09,42,1274.59,16,15,2007-01-07 00:00,,,no_image_available_small.gif,D4A2FCAD-1E63-4EBD-863C-5A7C48D5B8D9,11/03/2008 10:01
906,"ML Mountain Frame-W - Silver, 46",FR-M63S-46,Silver,199.3757,364.09,46,1292.73,16,15,2007-01-07 00:00,,,no_image_available_small.gif,82025C63-7B28-412D-92C1-408E0E6AE646,11/03/2008 10:01
907,Rear Brakes,RB-9231,Silver,47.286,106.5,,317,10,128,2007-01-07 00:00,,,no_image_available_small.gif,5946F163-93F0-4141-B17E-55D9778CC274,11/03/2008 10:01
908,LL Mountain Seat/Saddle,SE-M236,,12.0413,27.12,,,19,79,2007-01-07 00:00,,,saddle_small.gif,4DAB53C5-31E7-47D6-A5A0-940F8D4DAD22,11/03/2008 10:01
909,ML Mountain Seat/Saddle,SE-M798,,17.3782,39.14,,,19,80,2007-01-07 00:00,,,no_image_available_small.gif,30222244-0FD8-4D28-8448-F2E658BF52BD,11/03/2008 10:01
910,HL Mountain Seat/Saddle,SE-M940,,23.3722,52.64,,,19,81,2007-01-07 00:00,,,no_image_available_small.gif,A96A5024-87DE-488A-BF81-BC0C81F6CD18,11/03/2008 10:01
911,LL Road Seat/Saddle,SE-R581,,12.0413,27.12,,,19,82,2007-01-07 00:00,,,no_image_available_small.gif,31B9BC62-792B-4E7A-A24D-411DC76E0271,11/03/2008 10:01
912,ML Road Seat/Saddle,SE-R908,,17.3782,39.14,,,19,83,2007-01-07 00:00,,,no_image_available_small.gif,49845AFE-A8CC-4354-A5D4-09D35BF7FB9E,11/03/2008 10:01
913,HL Road Seat/Saddle,SE-R995,,23.3722,52.64,,,19,84,2007-01-07 00:00,,,no_image_available_small.gif,2BEFE629-4B2A-41A1-A009-DF13EAD69105,11/03/2008 10:01
914,LL Touring Seat/Saddle,SE-T312,,12.0413,27.12,,,19,66,2007-01-07 00:00,,,no_image_available_small.gif,7874A1D6-7A5B-412F-A2EB-C2F457B9603D,11/03/2008 10:01
915,ML Touring Seat/Saddle,SE-T762,,17.3782,39.14,,,19,65,2007-01-07 00:00,,,no_image_available_small.gif,072ACB72-7796-4BD0-9BBB-6EFC29AC336C,11/03/2008 10:01
916,HL Touring Seat/Saddle,SE-T924,,23.3722,52.64,,,19,67,2007-01-07 00:00,,,no_image_available_small.gif,0E158724-934D-4A64-991F-94FEC00BDEA8,11/03/2008 10:01
917,"LL Mountain Frame - Silver, 42",FR-M21S-42,Silver,144.5938,264.05,42,1324.48,16,8,2007-01-07 00:00,,,no_image_available_small.gif,37BD4D2B-346B-4C6B-8F3F-85C084282529,11/03/2008 10:01
918,"LL Mountain Frame - Silver, 44",FR-M21S-44,Silver,144.5938,264.05,44,1342.63,16,8,2007-01-07 00:00,,,no_image_available_small.gif,393A4D00-7428-41F0-A48A-AF26B00E9A9C,11/03/2008 10:01
919,"LL Mountain Frame - Silver, 48",FR-M21S-48,Silver,144.5938,264.05,48,1360.77,16,8,2007-01-07 00:00,,,no_image_available_small.gif,8DFEF6F2-91A8-4884-8949-B2551218B37A,11/03/2008 10:01
920,"LL Mountain Frame - Silver, 52",FR-M21S-52,Silver,144.5938,264.05,52,1378.91,16,8,2007-01-07 00:00,,,no_image_available_small.gif,F230BAAC-5951-4EB1-B1E8-94C2CA2B37FA,11/03/2008 10:01
921,Mountain Tire Tube,TT-M928,,1.8663,4.99,,,41,92,2007-01-07 00:00,,,no_image_available_small.gif,01A8C3FC-ED52-458E-A634-D5B6E2ACCFED,11/03/2008 10:01
922,Road Tire Tube,TT-R982,,1.4923,3.99,,,41,93,2007-01-07 00:00,,,no_image_available_small.gif,EA442BD7-F69B-42D9-AA71-95E10B648F52,11/03/2008 10:01
923,Touring Tire Tube,TT-T092,,1.8663,4.99,,,41,94,2007-01-07 00:00,,,innertube_small.gif,179FEC38-CAB5-4A47-BCFF-31CFC9E43A3C,11/03/2008 10:01
924,"LL Mountain Frame - Black, 42",FR-M21B-42,Black,136.785,249.79,42,1324.48,16,8,2007-01-07 00:00,,,no_image_available_small.gif,FAABD7FB-CB35-4BAD-8857-EC71468686AD,11/03/2008 10:01
925,"LL Mountain Frame - Black, 44",FR-M21B-44,Black,136.785,249.79,44,1342.63,16,8,2007-01-07 00:00,,,no_image_available_small.gif,47AB0300-7B55-4D35-A786-80190976B9B5,11/03/2008 10:01
926,"LL Mountain Frame - Black, 48",FR-M21B-48,Black,136.785,249.79,48,1360.77,16,8,2007-01-07 00:00,,,no_image_available_small.gif,408435AA-15C0-41E5-981F-32A8226AF15F,11/03/2008 10:01
927,"LL Mountain Frame - Black, 52",FR-M21B-52,Black,136.785,249.79,52,1378.91,16,8,2007-01-07 00:00,,,no_image_available_small.gif,4800F4E6-99EA-4AFD-A392-2CB05265D0D4,11/03/2008 10:01
928,LL Mountain Tire,TI-M267,,9.3463,24.99,,,41,85,2007-01-07 00:00,,,no_image_available_small.gif,76060A93-949C-48EA-9B31-A593D6C14983,11/03/2008 10:01
929,ML Mountain Tire,TI-M602,,11.2163,29.99,,,41,86,2007-01-07 00:00,,,no_image_available_small.gif,DAFF9E11-6254-432D-8C4F-F06E52687184,11/03/2008 10:01
930,HL Mountain Tire,TI-M823,,13.09,35,,,41,87,2007-01-07 00:00,,,mb_tires_small.gif,DDAD25F5-0445-4B5C-8466-6446930AD8B8,11/03/2008 10:01
931,LL Road Tire,TI-R092,,8.0373,21.49,,,41,88,2007-01-07 00:00,,,no_image_available_small.gif,15B569A6-D172-42C2-A420-62AB5946CC80,11/03/2008 10:01
932,ML Road Tire,TI-R628,,9.3463,24.99,,,41,89,2007-01-07 00:00,,,no_image_available_small.gif,D1016CC5-C12B-4F05-915C-70FA062E4A64,11/03/2008 10:01
933,HL Road Tire,TI-R982,,12.1924,32.6,,,41,90,2007-01-07 00:00,,,street_tires_small.gif,C86DE56A-5048-4B89-B7C7-56BC75C9BCEE,11/03/2008 10:01
934,Touring Tire,TI-T723,,10.8423,28.99,,,41,91,2007-01-07 00:00,,,no_image_available_small.gif,9D5CA300-5302-41E1-BCA5-8CE5B93F26A5,11/03/2008 10:01
935,LL Mountain Pedal,PD-M282,Silver/Black,17.9776,40.49,,218,17,62,2007-01-07 00:00,,,pedal_small.gif,9FDD0C65-B2B0-4C6C-8704-3A9747BE5174,11/03/2008 10:01
936,ML Mountain Pedal,PD-M340,Silver/Black,27.568,62.09,,215,17,63,2007-01-07 00:00,,,pedal_small.gif,274C86DC-439E-4469-9DE8-7E9BD6455D0D,11/03/2008 10:01
937,HL Mountain Pedal,PD-M562,Silver/Black,35.9596,80.99,,185,17,64,2007-01-07 00:00,,,pedal_small.gif,A05464E8-6B4D-42B3-A4D6-8683136F4B66,11/03/2008 10:01
938,LL Road Pedal,PD-R347,Silver/Black,17.9776,40.49,,189,17,68,2007-01-07 00:00,,,clipless_pedals_small.gif,2C7DD8C3-4C55-475F-BA58-F4BACA520D72,11/03/2008 10:01
939,ML Road Pedal,PD-R563,Silver/Black,27.568,62.09,,168,17,69,2007-01-07 00:00,,,clipless_pedals_small.gif,216AD46F-BC3F-4862-B0E9-2E261E5A6059,11/03/2008 10:01
940,HL Road Pedal,PD-R853,Silver/Black,35.9596,80.99,,149,17,70,2007-01-07 00:00,,,clipless_pedals_small.gif,44E96967-AB99-41ED-8B41-5BC70A5CA1A9,11/03/2008 10:03
941,Touring Pedal,PD-T852,Silver/Black,35.9596,80.99,,,17,53,2007-01-07 00:00,,,clipless_pedals_small.gif,6967C816-3EBB-45FA-8547-CEF00E08573E,11/03/2008 10:01
942,"ML Mountain Frame-W - Silver, 38",FR-M63S-38,Silver,199.3757,364.09,38,1238.3,16,15,2007-01-07 00:00,,,no_image_available_small.gif,BA3646B0-1487-426E-AB4E-57D42E6F9233,11/03/2008 10:01
943,"LL Mountain Frame - Black, 40",FR-M21B-40,Black,136.785,249.79,40,1306.34,16,8,2007-01-07 00:00,,,no_image_available_small.gif,3050E4DF-2BBA-4C2B-BDCC-B4C89972DB1C,11/03/2008 10:01
944,"LL Mountain Frame - Silver, 40",FR-M21S-40,Silver,144.5938,264.05,40,1306.34,16,8,2007-01-07 00:00,,,no_image_available_small.gif,756F862E-40CC-4DFC-B189-716D0DDA5FF9,11/03/2008 10:01
945,Front Derailleur,FD-2342,Silver,40.6216,91.49,,88,13,103,2007-01-07 00:00,,,no_image_available_small.gif,448E9E7B-9548-4A4C-ABB3-853686AA7517,11/03/2008 10:01
946,LL Touring Handlebars,HB-T721,,20.464,46.09,,,8,47,2007-01-07 00:00,,,no_image_available_small.gif,A2F1352E-45D0-42C4-AEF3-60033073BB66,11/03/2008 10:01
947,HL Touring Handlebars,HB-T928,,40.6571,91.57,,,8,48,2007-01-07 00:00,,,no_image_available_small.gif,CB524E92-4FA8-4F6C-9993-60796856C654,11/03/2008 10:01
948,Front Brakes,FB-9873,Silver,47.286,106.5,,317,10,102,2007-01-07 00:00,,,no_image_available_small.gif,C1813164-1B4B-42D1-9007-4E5F9AEE0E19,11/03/2008 10:01
949,LL Crankset,CS-4759,Black,77.9176,175.49,,600,12,99,2007-01-07 00:00,,,no_image_available_small.gif,41D47371-4374-46D3-8D61-B07616EC54F0,11/03/2008 10:01
950,ML Crankset,CS-6583,Black,113.8816,256.49,,635,12,100,2007-01-07 00:00,,,no_image_available_small.gif,D3A7A02C-A3D5-4A04-9454-0C4E43772B78,11/03/2008 10:01
